nodeId,path,parentId,depth,displayName,atlasPlist,frameName,position,positionBase,anchorPoint,scale,rotation,rotationBase,flipX,flipY,visible,visibleBase,visibleSequences,positionSequences,rotationSequences,displayFrameSequences
2,0.0.0,1,2,CCSpriteArmLeftAnrgry,animal/animal_cat.plist,animal_cat_arm_angry.png,"[-781, 520, 0]","[-781, 520]","[0.5, 1]","[1, 1, false, 0]",-10,,false,false,true,1,5:angry,5:angry,,
3,0.0.1,1,2,CCSpriteLegRight,animal/animal_cat.plist,animal_cat_leg.png,"[16, 51, 0]","[-795, 606]","[0.5, 1]","[1, 1, false, 0]",0,0,false,false,true,1,2:walkin | 3:order | 4:like | 5:angry | 6:eat,2:walkin | 3:order | 4:like | 5:angry | 6:eat,2:walkin | 3:order | 4:like,
4,0.0.2,1,2,CCSpriteLegLeft,animal/animal_cat.plist,animal_cat_leg.png,"[-16, 50, 0]","[-784, 623]","[0.5, 1]","[1, 1, false, 0]",0,0,false,false,true,1,2:walkin | 3:order | 4:like | 6:eat,2:walkin | 3:order | 4:like | 5:angry | 6:eat,2:walkin | 3:order | 4:like,
5,0.0.3,1,2,CCSpriteArmRight,animal/animal_cat.plist,animal_cat_arm_normal.png,"[-31, 106, 0]","[-31, 106]","[0.5, 1]","[1, 1, false, 0]",-35,-35,false,false,true,1,1:walkout | 2:walkin | 3:order | 4:like,1:walkout | 2:walkin | 3:order | 4:like,1:walkout | 2:walkin | 3:order | 4:like,
6,0.0.4,1,2,CCSpriteLegOutRight,animal/animal_cat.plist,animal_cat_leg.png,"[-704, 508, 0]","[-704, 508]","[0.5, 1]","[1, 1, false, 0]",0,0,true,false,true,1,1:walkout,1:walkout,1:walkout,
7,0.0.5,1,2,CCSpriteLegOutLeft,animal/animal_cat.plist,animal_cat_leg.png,"[-710, 494, 0]","[-710, 494]","[0.5, 1]","[1, 1, false, 0]",0,0,true,false,true,1,1:walkout,1:walkout,1:walkout,
8,0.0.6,1,2,CCSpriteBodyOut,animal/animal_cat.plist,animal_cat_body.png,"[-704, 480, 0]","[-704, 480]","[0.5, 0.5]","[1, 1, false, 0]",,,true,false,true,1,1:walkout,1:walkout,,
9,0.0.7,1,2,CCSpriteFaceOut,animal/animal_cat.plist,animal_cat_face_normal.png,"[-755, 496, 0]","[-755, 496]","[0.5, 0.5]","[1, 1, false, 0]",0,0,true,false,true,1,1:walkout,1:walkout,1:walkout,
10,0.0.7.0,9,3,CCSpriteEye,animal/animal_cat.plist,animal_cat_eye_normal.png,"[55, 53, 0]",,"[0.5, 0.5]","[1, 1, false, 0]",,,true,false,true,,,,,
11,0.0.7.1,9,3,CCSpriteMouse,animal/animal_cat.plist,animal_cat_mouth_normal.png,"[54, 25, 0]",,"[0.5, 0.5]","[1, 1, false, 0]",,,true,false,true,,,,,
12,0.0.8,1,2,CCSpriteBody,animal/animal_cat.plist,animal_cat_body.png,"[-4, 66, 0]","[-741, 643]","[0.5, 0.5]","[1, 1, false, 0]",,,false,false,true,1,2:walkin | 3:order | 4:like | 6:eat,2:walkin | 3:order | 4:like | 5:angry | 6:eat,,
13,0.0.9,1,2,CCSpriteArmLeft,animal/animal_cat.plist,animal_cat_arm_normal.png,"[-701, 511, 0]","[-701, 511]","[0.5, 1]","[1, 1, false, 0]",35,35,false,false,true,1,1:walkout | 2:walkin | 3:order | 4:like,1:walkout | 2:walkin | 3:order | 4:like,1:walkout | 2:walkin | 3:order | 4:like,
